Display,Topic,Type,Answer Type,PMI System,PMI Code,Parent code,Date of Last Update
"Cancer, other",Parent History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,OtherCancer_MotherFreeTextBox,MotherCancerCondition_OtherCancer,4/24/2017
Other (free text),Parent History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,OtherCondition_FatherFreeTextBox,FatherOtherHealthCondition_OtherCondition,4/24/2017
Other (free text),Parent History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,OtherCondition_MotherFreeTextBox,MotherOtherHealthCondition_OtherCondition,4/24/2017
Has your father ever been diagnosed with any other health conditions?,Parent History,Question,boolean,http://terminology.pmi-ops.org/CodeSystem/ppi,ParentHistory_FatherDiagnosisHistory,FamilyHistory_ParentHistory,4/24/2017
Has your mother ever been diagnosed with any other health conditions?,Parent History,Question,boolean,http://terminology.pmi-ops.org/CodeSystem/ppi,ParentHistory_MotherDiagnosisHistory,FamilyHistory_ParentHistory,4/24/2017
Cancer:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingCancerCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Circulatory System Conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingCirculatoryCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Digestive System Conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingDigestiveCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Hormone/endocrine conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingEndocrineCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Kidney-Related Conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingKidneyCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Mental Health Conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingMentalCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Nervous System Conditions:,Sibling History,Question,,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingNervousCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Other selection,Sibling History,Question,,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingNoSelection,FamilyMembersDiagnosed_SiblingUpdate,6/29/2018
Other Conditions,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingOtherHealthCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Respiratory Conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingRespiratoryCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Skeletal/Muscular Conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Vision Conditions:,Sibling History,Question,multi-select,http://terminology.pmi-ops.org/CodeSystem/ppi,DiagnosedHealthCondition_SiblingVisionCondition,FamilyMembersDiagnosed_DiagnosedHealthCondition,4/24/2017
Sibling History,Sibling History,Topic,,http://terminology.pmi-ops.org/CodeSystem/ppi,FamilyHistory_SiblingHistory,FamilyHistory,4/24/2017
"Please indicate if your brothers and/or sisters [people with the same mother and/or father as you] have ever been diagnosed with the following health conditions and/or health events. Think only of those people you are related to by blood. If you have more than one brother or sister, check the box if any of your brothers or sisters have the condition. (select all that apply)",Sibling History,Topic,,http://terminology.pmi-ops.org/CodeSystem/ppi,FamilyMembersDiagnosed_SiblingUpdate,FamilyHistory,6/29/2018
"Cancer, other",Sibling History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,OtherCancer_SiblingFreeTextBox,SiblingCancerCondition_OtherCancer,4/24/2017
Other (free text),Sibling History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,OtherCondition_SiblingFreeTextBox,SiblingOtherHealthCondition_OtherCondition,4/24/2017
Bladder cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_BladderCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Blood or soft tissue cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_BloodCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Bone cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_BoneCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Brain cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_BrainCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Breast cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_BreastCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Cervical cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_CervicalCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Colon cancer/Rectal cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_ColonRectalCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Endocrine cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_EndocrineCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Endometrial cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_EndometrialCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Esophageal cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_EsophagealCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Eye cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_EyeCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
"Head and neck (This includes cancers of the mouth, sinuses, nose, or throat. This does not include brain cancer.)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_HeadNeckCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Kidney cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_KidneyCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Lung cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_LungCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Other cancer (Please specify: (free text answer)),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_OtherCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Ovarian Cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_OvarianCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Pancreatic cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_PancreaticCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Prostate cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_ProstateCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Skin cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_SkinCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Stomach cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_StomachCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Thyroid cancer,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCancerCondition_ThyroidCancer,DiagnosedHealthCondition_SiblingCancerCondition,4/24/2017
Anemia,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_Anemia,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Aortic aneurysm,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_AorticAneurysm,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
"Atrial fibrillation (or a-fib) or atrial flutter (or a-flutter). (These conditions cause irregular, often fast, heart beats that can cause poor blood flow. A-fib and a-flutter are not the same as a heart murmur.)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_AtrialFibrilation,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Congestive heart failure,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_CongestiveHeartFailure,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Coronary artery/coronary heart disease (included angina),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_CoronaryArteryHeartDisease,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Heart attack,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_HeartAttack,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Heart Valve Disease,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_HeartValveDisease,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
High blood pressure (Hypertension),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_HighBloodPressure,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
High cholesterol,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_HighCholesterol,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Peripheral Vascular Disease,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_PeripheralVascularDisease,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Pulmonary embolism or deep vein thrombosis (DVT),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_PulmonaryEmbolismThrombosis,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Sickle Cell Disease,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_SickleCellDisease,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Stroke,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_Stroke,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
Sudden death,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingCirculatoryCondition_SuddenDeath,DiagnosedHealthCondition_SiblingCirculatoryCondition,4/24/2017
No,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDiagnosisHistory_No,SiblingHistory_SiblingDiagnosisHistory,4/24/2017
I do not have any brothers or sisters I am related to by blood.,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDiagnosisHistory_NoBloodRelatedSiblings,SiblingHistory_SiblingDiagnosisHistory,4/24/2017
"If so, which conditions?",Sibling History,Question,text,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDiagnosisHistory_WhichConditions,SiblingHistory_SiblingDiagnosisHistory,4/24/2017
Yes,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDiagnosisHistory_Yes,SiblingHistory_SiblingDiagnosisHistory,4/24/2017
Acid reflux/GERD,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_AcidReflux,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Celiac Disease,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_CeliacDisease,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Colon polyps,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_ColonPolyps,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Crohn's disease,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_CrohnsDisease,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Diverticulitis,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_Diverticulitis,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Gall Stones,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_GallStones,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Irritable bowel syndrome (IBS),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_IrritableBowelSyndrome,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
"Liver condition (e.g., cirrhosis)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_LiverCondition,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Peptic (stomach) ulcers,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_PepticUlcers,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Ulcerative colitis,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingDigestiveCondition_UlcerativeColitis,DiagnosedHealthCondition_SiblingDigestiveCondition,4/24/2017
Hyperthyroidism,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingEndocrineCondition_Hyperthyroidism,DiagnosedHealthCondition_SiblingEndocrineCondition,4/24/2017
Hypothyroidism,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingEndocrineCondition_Hypothyroidism,DiagnosedHealthCondition_SiblingEndocrineCondition,4/24/2017
Other/unknown diabetes (This includes gestational diabetes (diabetes during pregnancy) and borderline diabetes (pre-diabetes).),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingEndocrineCondition_OtherDiabetes,DiagnosedHealthCondition_SiblingEndocrineCondition,4/24/2017
Other or unknown thyroid condition,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingEndocrineCondition_OtherThyroidCondition,DiagnosedHealthCondition_SiblingEndocrineCondition,4/24/2017
"Type 1 diabetes (Type 1 diabetics do not produce enough insulin on their own, so they have get insulin injections. Type 1 diabetes used to be called juvenile onset diabetes.)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingEndocrineCondition_Type1Diabetes,DiagnosedHealthCondition_SiblingEndocrineCondition,4/24/2017
"Type 2 diabetes (Type 1 diabetics do not produce enough insulin on their own, so they have get insulin injections. Type 1 diabetes used to be called juvenile onset diabetes.)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingEndocrineCondition_Type2Diabetes,DiagnosedHealthCondition_SiblingEndocrineCondition,4/24/2017
I do not have any brothers or sisters related by blood.,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingHealthCondition_NoBloodRelatedSiblings,DiagnosedHealthCondition_SiblingNoSelection,6/29/2018
Do you have a brother or sister who has ever been diagnosed with any other health conditions?,Sibling History,Question,boolean,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingHistory_SiblingDiagnosisHistory,FamilyHistory_SiblingHistory,4/24/2017
Kidney disease,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingKidneyCondition_KidneyDisease,DiagnosedHealthCondition_SiblingKidneyCondition,4/24/2017
Kidney stones,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingKidneyCondition_KidneyStones,DiagnosedHealthCondition_SiblingKidneyCondition,4/24/2017
Addiction to alcohol or drugs,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_Addiction,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Alcohol use disorder,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_AlcoholUse,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Anxiety reaction/panic disorder,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_AnxietyPanic,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Autsm spectrum disorder,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_Autism,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Bipolar disorder,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_Bipolar,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Depression,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_Depression,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Drug use disorder,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_DrugUse,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Schizophrenia,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingMentalCondition_Schizophrenia,DiagnosedHealthCondition_SiblingMentalCondition,4/24/2017
Amyotrophic lateral sclerosis (Lou Gehrig’s disease),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_AmyotrophicLateralSclerosis,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
"Dementia (includes Alzheimer's, vascular, etc.)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_Dementia,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Epilepsy/seizure,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_EpilepsySeizure,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Insomnia,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_Insomnia,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Migraine headaches,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_MigraineHeadaches,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Multiple sclerosis,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_MultipleSclerosis,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Muscular dystrophy,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_MuscularDystrophy,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Narcolepsy,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_Narcolepsy,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Neuropathy,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_Neuropathy,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Other types of headaches,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_OtherHeadaches,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Parkinson's disease,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_Parkinsons,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Restless legs syndrome,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingNervousCondition_RestlessLegsSyndrome,DiagnosedHealthCondition_SiblingNervousCondition,4/24/2017
Allergies or hay fever,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_Allergies,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Anemia (low number of red blood cells),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_Anemia,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Endometriosis,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_Endometriosis,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Fibroids,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_Fibroids,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Hearing loss,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_HearingLoss,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
"Liver condition (e.g., cirrhosis)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_LiverCondition,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
I do not have any brothers or sisters I am related to by blood.,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_NoBloodRelatedSiblings,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Obesity,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_Obesity,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Other,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_OtherCondition,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Polycystic Ovarian Syndrome,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_PolycysticOvarianSyndrome,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Reactions to anesthesia (such as hyperthermia),Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_ReactionsToAnesthesia,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
"Sickle cell disease, sickle cell trait, thalassemia",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_SickleCell,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
"Skin condition (e.g., eczema, psoriasis)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingOtherHealthCondition_SkinCondition,DiagnosedHealthCondition_SiblingOtherHealthCondition,4/24/2017
Asthma,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingRespiratoryCondition_Asthma,DiagnosedHealthCondition_SiblingRespiratoryCondition,04/24/2017
"Chronic lung disease (COPD, emphysema or bronchitis)",Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingRespiratoryCondition_ChronicLungDisease,DiagnosedHealthCondition_SiblingRespiratoryCondition,04/24/2017
Sleep apnea,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingRespiratoryCondition_SleepApnea,DiagnosedHealthCondition_SiblingRespiratoryCondition,04/24/2017
Fibromyalgia,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_Fibromyalgia,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Gout,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_Gout,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Osteoarthriris,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_Osteoarthritis,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Osteoporosis,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_Osteoporosis,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Pseudogout,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_Pseudogout,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Rheumatoid arthritis,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_RheumatoidArthritis,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Spine muscle or bone disorders,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_SpineMuscleBone,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Systemic Lupus,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingSkeletalMuscularCondition_SystemicLupus,DiagnosedHealthCondition_SiblingSkeletalMuscularCondition,04/24/2017
Cataracts,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingVisionCondition_Cataracts,DiagnosedHealthCondition_SiblingVisionCondition,04/24/2017
Glaucoma,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingVisionCondition_Glaucoma,DiagnosedHealthCondition_SiblingVisionCondition,04/24/2017
Severe hearing loss or partial deafness in one or both ears,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingVisionCondition_HearingLoss,DiagnosedHealthCondition_SiblingVisionCondition,04/24/2017
Macular degeneration,Sibling History,Answer,,http://terminology.pmi-ops.org/CodeSystem/ppi,SiblingVisionCondition_MacularDegeneration,DiagnosedHealthCondition_SiblingVisionCondition,04/24/2017
